cache_mb,capacity_gb,category,form_factor,interface,lighting,manufacturer,name,opendb_id,part_id,release_year,series,storage_type,variant
,320,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 320GB HDD 7200RPM 3.5"" SATA",b3ec9237-33d5-4f54-8681-1454511a57d9,hdd_0678,,BarraCuda,HDD,320GB
,640,hdd,"2.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint M7E 640GB 2.5"" HDD 5400RPM SATA 3.0 Gb/s Internal",b425706f-0073-4597-8807-3e89c7dc3e5c,hdd_0679,,Spinpoint,HDD,640GB
,250,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital AV-GP 250GB 5400RPM HDD 3.5"" SATA",b46bd755-99ba-4960-ad8b-29d0e5204e33,hdd_0680,,AV-GP,HDD,250GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Green 1TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s",b4bddc56-5871-41c4-a55a-466ccc498205,hdd_0681,,Caviar,HDD,1000GB
,750,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Momentus 750GB HDD 2.5"" 7200RPM SATA",b4c111a0-fcdc-4824-bc3c-c19de35151dc,hdd_0682,,Momentus,HDD,750GB
,6000,hdd,"3.5""",SAS 12.0 Gb/s,,Hitachi,"Hitachi Ultrastar 6TB HDD 7200RPM 3.5"" SAS",b4c51204-34d8-4610-b866-dcca57a7ecbc,hdd_0683,,Ultrastar,HDD,6000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Green 1TB HDD 5400RPM 3.5"" SATA",b56603cf-e004-4f10-b2c6-b3c571527bf6,hdd_0684,,Caviar,HDD,1000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 6TB HDD 5640RPM 3.5"" SATA",b5be84d9-6dc4-4d24-91f0-ebc59ecfef0c,hdd_0685,,Red,HDD,6000GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue Mobile 500GB HDD 2.5"" 5400RPM SATA",b63000ca-662b-45e8-ac0f-eb26eb8adce3,hdd_0686,,Blue,HDD,500GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Barracuda 7200.11 320GB HDD 3.5"" SATA",b6acf49d-6c4a-4077-b90c-22548038b85f,hdd_0687,,Barracuda,HDD,320GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro NAS 12TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",b77d9416-5125-45eb-b2e7-96b38b7e071c,hdd_0688,,IronWolf,HDD,12000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 1TB HDD 3.5"" 5400RPM SATA",b7882b86-3970-4e85-9826-26605b4fc2c0,hdd_0689,,Caviar,HDD,1000GB
,320,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 320GB HDD 7200RPM 3.5"" SATA",b7d1da49-019c-46e9-89dc-bbdb50383f33,hdd_0690,,BarraCuda,HDD,320GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital VelociRaptor 500 GB 3.5"" HDD 10000 RPM SATA 6.0 Gb/s",b7f2afc6-f7d7-4319-9b69-5b802baf3623,hdd_0691,,VelociRaptor,HDD,500GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Barracuda LP 1TB HDD 5900RPM 3.5"" SATA 3.0 Gb/s",b802bd14-1f41-4b88-9a75-af112f0536e1,hdd_0692,,Barracuda,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk 2TB 3.5"" HDD 5900RPM SATA Internal",b83eb6a2-eab9-4076-9929-454580946dcd,hdd_0693,,SkyHawk,HDD,2000GB
256,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",b98b29f3-7b2a-45ac-9a85-5e45f4bfe8e5,hdd_0694,,SkyHawk,HDD,10000GB
512,16000,hdd,"3.5""",SAS 12.0 Gb/s,,Western Digital,"Western Digital Ultrastar DC HC550 16TB 3.5"" HDD 7200RPM SAS 12.0 Gb/s",b9d1e89f-bcfd-4427-8580-7d332618e0ef,hdd_0695,,Ultrastar,HDD,16000GB
,22000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple Pro 22TB 3.5"" HDD 7200RPM SATA",ba067426-670a-4adc-98a1-65454ce8c37a,hdd_0696,,Purple,HDD,22000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple Surveillance 6TB HDD 3.5"" 5400 RPM SATA 6.0 Gb/s",ba267125-1095-45f5-a94c-d03f4ade96bc,hdd_0697,,Purple,HDD,6000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Pipeline HD 2TB HDD 3.5"" 5900RPM SATA",ba35e3d7-eb24-468d-aad2-9a45fa8c92ac,hdd_0698,,Pipeline,HDD,2000GB
,1000,hdd,"2.5""",SAS 6.0 Gb/s,,Hitachi,"Hitachi HUC101212CSS600 1.2TB 2.5"" HDD 10000RPM SAS",ba41e08d-36d7-4666-b441-3d72df6ea59b,hdd_0699,,HUC101212CSS600,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 Pro 4TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",ba80901a-8a95-45fd-b4b6-5e8e37736f0a,hdd_0700,,X300,HDD,4000GB
,250,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 250GB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",bac33129-19d8-40f8-a7de-e4323c9ee027,hdd_0701,,Caviar,HDD,250GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba DT01ACA050 500GB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",bb2a8bcb-e992-48e0-93d8-0870732aeca8,hdd_0702,,DT01ACA050,HDD,500GB
,1000,hdd,"3.5""",SAS 6.0 Gb/s,,Toshiba,"Toshiba HDD3B04 1TB HDD 3.5"" 7200RPM SAS 6.0 Gb/s",bb8bc18d-86e3-4801-a3a5-df757d7dac8d,hdd_0703,,HDD3B04,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar 1TB HDD 3.5"" SATA",bb9283ff-3fd0-456f-ad2f-c7295075b346,hdd_0704,,Deskstar,HDD,1000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Pipeline 500GB HDD 3.5"" SATA",bb92bec0-13b9-4963-8759-1d36fbc08d2b,hdd_0705,,Pipeline,HDD,500GB
,4000,hdd,"3.5""",SAS 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 7K4000 4TB Internal HDD 3.5"" 7200RPM SAS 6.0 Gb/s",bb9de87a-5953-4233-977f-a06b23f61d3b,hdd_0706,,Ultrastar,HDD,4000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F1 EG 1TB HDD 5400RPM 3.5"" SATA 3.0 Gb/s",bbfea382-419a-4410-9288-fb4bc7c6ba1f,hdd_0707,,Spinpoint,HDD,1000GB
,1000,hdd,"2.5""",SAS 12.0 Gb/s,,Seagate,"Seagate EXOS 1TB HDD 2.5"" SAS",bc899b82-dda9-45d4-bc99-9404a2445016,hdd_0708,,EXOS,HDD,1000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 6TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",bcb4ac5f-c361-4f31-9ad3-3865491d240f,hdd_0709,,Red,HDD,6000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 2TB HDD 3.5"" SATA",bd7b1cd6-bf00-4800-9910-72afb4b0689b,hdd_0710,,BarraCuda,HDD,2000GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar SE16 320GB 3.5"" HDD 7200RPM SATA 3.0 Gb/s",be568a98-4156-44f9-bfe9-6dbe0ca30896,hdd_0711,,Caviar,HDD,320GB
,640,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 640GB HDD 3.5"" 7200RPM SATA",bea68294-c8d4-4151-b27f-ee4e174370f5,hdd_0712,,Caviar,HDD,640GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi HDS723020BLA642 2TB HDD 3.5"" SATA",beb0bf73-1e15-4ae6-be4e-ecc8a9bbfd6d,hdd_0713,,HDS723020BLA642,HDD,2000GB
,3000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 3TB HDD 3.5"" SATA",beb145f7-38e9-4781-9179-be93272963fe,hdd_0714,,Caviar,HDD,3000GB
,22000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X22 22TB 3.5"" HDD 7200RPM SATA",beb30012-6cec-4814-9ba5-1e8d104dacdc,hdd_0715,,Exos,HDD,22000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba HDWA110XZSTA 1TB HDD 3.5"" 5700RPM SATA",befce43c-57e1-4852-b06d-7eccb66b9996,hdd_0716,,HDWA110XZSTA,HDD,1000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 8TB HDD 3.5"" SATA",bfec09d5-d1a2-4c04-9569-3e14f5cbc926,hdd_0717,,Red,HDD,8000GB
,750,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Momentus XT 750GB 2.5"" HDD 7200RPM SATA",bff96984-4cda-4e5b-898e-373324cf5400,hdd_0718,,Momentus,HDD,750GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 16TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",bffa7d54-0109-42e4-8554-e895d9c241e5,hdd_0719,,SkyHawk,HDD,16000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X20 18TB 3.5"" HDD 7200RPM SATA",c02eb0f8-5bc8-478e-b36b-341285892ff1,hdd_0720,,Exos,HDD,18000GB
,1000,hdd,"3.5""",SAS 3.0 Gb/s,,Seagate,"Seagate Constellation ES 1TB 3.5"" HDD 7200RPM SAS 3.0 Gb/s",c07a7e9f-58cd-4ffc-9fac-8e5042e0947c,hdd_0721,,Constellation,HDD,1000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 14TB HDD 7200RPM 3.5"" SATA",c0ce672e-7cff-4831-a044-528176f57a42,hdd_0722,,IronWolf,HDD,14000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple Pro 8TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",c1a1c5a6-e860-4ac9-ae97-07235f589dd6,hdd_0723,,Purple,HDD,8000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 10TB HDD 3.5"" SATA",c1f309de-6197-404d-9f75-56bd01ee9af1,hdd_0724,,IronWolf,HDD,10000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Travelstar 1TB HDD 2.5"" SATA",c2250439-28ae-449a-bd89-9fabd0e04091,hdd_0725,,Travelstar,HDD,1000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MQ01ABD100M 1TB HDD 5400RPM 2.5"" SATA 6.0 Gb/s",c284f43f-e40d-4194-a0c1-fdf5d9f58913,hdd_0726,,MQ01ABD100M,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 1TB HDD 3.5"" 5900RPM SATA",c2db4e28-068f-46c3-8214-bdaee0315f36,hdd_0727,,Purple,HDD,1000GB
128,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba S300 4TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",c2eec7b8-0f0b-4714-96c8-dc8294c984cd,hdd_0728,,S300,HDD,4000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 Pro 14TB 3.5"" HDD 7200RPM SATA",c37ded3c-d365-49b5-bf85-9c65a957571a,hdd_0729,,X300,HDD,14000GB
,250,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 250GB 3.5"" HDD 7200RPM SATA 3.0 Gb/s",c38adfa9-f8b7-4e7d-bfe3-33c0aa98ee33,hdd_0730,,Caviar,HDD,250GB
,12,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Ultrastar 12TB DC HC520 7200 RPM SATA 6.0Gb/s 3.5"" Data Center Internal Hard Drive - 0F30146",c3b640e1-3899-4fa7-bcd1-5b4de138a8e1,hdd_0731,0,Ultrastar DC HC520,HDD,
1024,24000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 Pro 24TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",c3b6d860-e309-411b-bacb-e473186bd5ff,hdd_0732,,N300,HDD,24000GB
512,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 16 TB 3.5"" HDD 7200RPM SATA",c3ec4fc2-9943-4b50-9665-7e4f5cb876ac,hdd_0733,,BarraCuda,HDD,16000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance 3TB HDD 3.5"" SATA",c3f11cae-c34c-4a42-a8e0-cfb62d72bfa5,hdd_0734,,SkyHawk,HDD,3000GB
,900,hdd,"2.5""",SAS 12.0 Gb/s,,Seagate,"Seagate Enterprise Performance 900GB HDD 15000RPM 2.5"" SAS",c4775ef3-4f58-423a-ad3c-0d3c1a6a8ff5,hdd_0735,,Enterprise,HDD,900GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 1TB HDD 3.5"" 5400RPM SATA",c4805275-ec37-47f4-9250-1c6988f3445f,hdd_0736,,Purple,HDD,1000GB
,320,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Momentus Thin 320GB 2.5"" HDD 7200RPM SATA",c4df196c-cd35-4ad9-807f-077b629d229f,hdd_0737,,Momentus,HDD,320GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital RE2-GP 1 TB HDD 3.5"" 7200RPM SATA 3.0 Gb/s Internal",c4e6c20f-03fe-46f8-93aa-2cf9417c20d2,hdd_0738,,RE2-GP,HDD,1000GB
,250,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Black 250GB HDD 7200RPM 2.5"" SATA",c508b070-110e-44b4-9708-2a0ab4fc9269,hdd_0739,,Scorpio,HDD,250GB
512,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 NAS 4TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",c5114cc1-06ea-426f-ae89-4dbc65322e82,hdd_0740,,N300,HDD,4000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 2TB 3.5"" HDD 5400RPM SATA",c5402023-1050-4e02-b7d0-112dfdbd1256,hdd_0741,,Caviar,HDD,2000GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD_BLACK 500GB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",c580720b-5016-4c60-8d56-cf7007b0b67a,hdd_0742,,WD_BLACK,HDD,500GB
256,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",c58dccd8-a359-4164-9a4e-0a75a106cad0,hdd_0743,,N300,HDD,6000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 1TB 2.5"" HDD 5400RPM SATA 6.0 Gb/s",c5ce8cbe-81b7-4a89-a5f8-9be458dc9046,hdd_0744,,Blue,HDD,1000GB
,5000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Surveillance 5TB HDD 3.5"" 5400RPM SATA",c5fa6ab8-102b-47d8-ab76-0fe6e7a31fea,hdd_0745,,Surveillance,HDD,5000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 6TB 3.5"" HDD 7200RPM SATA",c65c69e8-d3c6-4f07-85fd-beb01ce9a972,hdd_0746,,Red,HDD,6000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG08ADA800E 8TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",c6b66f5b-8995-431f-8c00-c11682d014a5,hdd_0747,,MG08ADA800E,HDD,8000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 1TB HDD 5900RPM 3.5"" SATA 6.0 Gb/s",c6bd2e9a-c1ed-46a2-bff0-7e8ef25320ac,hdd_0748,,IronWolf,HDD,1000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 16TB HDD 7200RPM 3.5"" SATA",c6e4b2a1-485b-4770-9e16-eda9cf537e5c,hdd_0749,,IronWolf,HDD,16000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 1TB HDD 7200RPM 3.5"" SATA",c6e855ad-426e-4a0d-a88b-d75116467969,hdd_0750,,P300,HDD,1000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 10TB HDD 3.5"" SATA",c6ebf828-d217-4d25-a32d-b92a3be40d13,hdd_0751,,Red,HDD,10000GB
,250,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 250GB 3.5"" HDD 7200RPM SATA",c7a5419a-1ad8-45f8-af6d-6a919426c103,hdd_0752,,Caviar,HDD,250GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 4TB HDD 3.5"" 5400RPM SATA",c8105f54-e07d-403f-a085-0d8ae051c926,hdd_0753,,P300,HDD,4000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 18TB HDD 3.5"" SATA",c9117799-e6f6-4144-b042-a51b7c096175,hdd_0754,,IronWolf,HDD,18000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 14TB 3.5"" HDD 7200RPM SATA",c95ae6c5-5108-4d88-b9cb-f187dc359e20,hdd_0755,,N300,HDD,14000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro Compute 12TB HDD 3.5"" 7200RPM SATA",c9e718a9-2282-43b8-bc43-aa7ccb060613,hdd_0756,,BarraCuda,HDD,12000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"WD WD2003FZEX Black 2 TB 3.5"" SATA 64 MB Cache 7200 RPM Hard Drive",c9eb8f2f-41ea-40ff-b71f-16a084eb0be0,hdd_0757,2014,WD Black,HDD,2TB 64MB Cache
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 6TB 3.5"" HDD 7200RPM SATA",ca84c6f0-6933-43a5-af35-eb9e76c9dc82,hdd_0758,,IronWolf,HDD,6000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 8TB 3.5"" HDD 5640 RPM SATA 6.0 Gb/s Internal",cabeebf0-a79b-4988-9131-e86120887892,hdd_0759,,Blue,HDD,8000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 1TB HDD 2.5"" SATA",cac63b70-1252-481d-98d5-becf47b6717b,hdd_0760,,Blue,HDD,1000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate FireCuda 8 TB 3.5"" 7200 RPM Internal",cad457a5-58b3-4235-a34d-8c4d73de74ca,hdd_0761,,FireCuda,HDD,8000GB
,160,hdd,"2.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Travelstar Z5K320 160GB HDD 2.5"" 5400RPM SATA 3.0 Gb/s",cadd91c6-c32b-4550-9304-a39f2421e179,hdd_0762,,Travelstar,HDD,160GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital AV 500GB HDD 3.5"" SATA",caf683d7-dbd6-4d0e-b76f-c67d1db79560,hdd_0763,,AV,HDD,500GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD_BLACK 6TB HDD 7200RPM 3.5"" SATA",cafb20c6-7eda-43ce-a3ee-ddc1da0da8d3,hdd_0764,,WD_BLACK,HDD,6000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 14TB HDD 3.5"" SATA",cb431f3b-3e93-4456-9328-6176ada90dc1,hdd_0765,,Red,HDD,14000GB
,32000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos M 32TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",cb50e481-6d58-4818-bf6b-2a62d7db0b8c,hdd_0766,,Exos,HDD,32000GB
,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 20TB 3.5"" HDD 7200RPM SATA",cb8f6a17-4d49-4eee-8c37-02d39f4e55a1,hdd_0767,,Gold,HDD,20000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 3TB HDD 3.5"" 5400RPM SATA",cbd330a8-8e59-4f57-92f8-8811a69fc02b,hdd_0768,,Purple,HDD,3000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 16TB HDD 7200RPM 3.5"" SATA",cc36f3bf-685e-4f51-8888-aadedc65bbe0,hdd_0769,,IronWolf,HDD,16000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Ultrastar A7K2000 1TB HDD 7200RPM 3.5"" SATA 3.0 Gb/s",cc98ab66-c127-4469-b247-5fb8ecd7d00d,hdd_0770,,Ultrastar,HDD,1000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MQ04ABF100 1TB HDD 2.5"" SATA",ccc26796-ae46-4077-9a43-1a6438931128,hdd_0771,,MQ04ABF100,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",cceb7037-0654-4c8a-9efa-2c3b9685fdf7,hdd_0772,,Enterprise,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar He8 8TB HDD 3.5"" 7200RPM SATA",cd008962-3e01-407a-9edd-ff574c6203c3,hdd_0773,,Ultrastar,HDD,8000GB
,120,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Blue 120GB HDD 2.5"" 5400RPM SATA 3.0 Gb/s Internal",cd2dbb96-db4e-45e1-b4ed-97dac3309a5a,hdd_0774,,Scorpio,HDD,120GB
,750,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Black 750GB 3.5"" HDD 7200RPM SATA",cd522835-ff76-4543-a804-c74e8348f907,hdd_0775,,Caviar,HDD,750GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 4TB HDD 5400RPM 3.5"" SATA 6.0 Gb/s Internal",cd5362c0-d138-4136-a65d-afc7d47f6622,hdd_0776,,Red,HDD,4000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Travelstar 1TB HDD 2.5"" 5400RPM SATA",cd769d5c-ed1e-4491-b52d-dcdc239aa965,hdd_0777,,Travelstar,HDD,1000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X18 12TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",cd803090-b5d1-4dad-89d8-398826c428a8,hdd_0778,,Exos,HDD,12000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance 4TB HDD 3.5"" 5000RPM SATA 6.0 Gb/s",ce0b4f13-3fbd-4e24-8f19-c1512aee98fb,hdd_0779,,SkyHawk,HDD,4000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 1TB 3.5"" HDD 5400RPM SATA",ce4ea997-d0a2-4e6f-8453-a18caf017e03,hdd_0780,,Caviar,HDD,1000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X18 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",ceb8e5c7-a167-4e78-a067-1edbad21a322,hdd_0781,,Exos,HDD,10000GB
,22000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro NAS 22TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",cf4376fc-e4e3-40be-b3de-212bd4d6e842,hdd_0782,,IronWolf,HDD,22000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 10TB HDD 3.5"" SATA",cf48ea47-c23f-41d8-a39d-e29a9046b070,hdd_0783,,BarraCuda,HDD,10000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 4TB HDD 7200RPM 3.5"" SATA",cfc2231e-7e3c-44d6-a395-ea1324bc5a3b,hdd_0784,,Enterprise,HDD,4000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"WD Red Plus Internal NAS HDD 3.5"" - 8TB",cffce1e1-be8d-4855-a001-7d50702ab76a,hdd_0785,2022,WD Red Plus,HDD,Internal NAS HDD
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Barracuda LP 2TB Internal HDD 3.5"" 5900RPM SATA 3.0 Gb/s",d07d89f0-1e60-495f-b741-92acd4febc7a,hdd_0786,,Barracuda,HDD,2000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital RE4 1TB HDD 3.5"" SATA",d125de0d-4ad5-4d96-8e32-76094592a53a,hdd_0787,,RE4,HDD,1000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",d13999fd-afb5-4fa3-b009-f33432409485,hdd_0788,,Red,HDD,10000GB
,1000,hdd,"2.5""",SAS 6.0 Gb/s,,Seagate,"Seagate Constellation.2 1TB HDD 2.5"" SAS 6.0 Gb/s",d13b8fb2-201c-4061-bf0a-2e4d65343352,hdd_0789,,Constellation.2,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Green 2TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s",d16b4a2b-bda3-4668-a1e8-e3a7101dd86f,hdd_0790,,Green,HDD,2000GB
